2.88	0.26	0.07
2.90	0.24	0.06
2.92	0.22	0.05
2.94	0.20	0.04
2.96	0.18	0.03
2.98	0.16	0.03
3.00	0.14	0.02
3.02	0.12	0.02
3.04	0.10	0.01
3.06	0.08	0.01
3.08	0.06	0.00
3.10	0.04	0.00
3.12	0.02	0.00
3.14	0.00	0.00
